,full_name,selling_price,year,km_driven,fuel_type,transmission_type,company
9316,Hyundai i20 1.2,480000,2014,72536,Petrol,Manual,Toyota
9317,Maruti Ciaz VXi,610000,2015,15000,Petrol,Manual,Hyundai
9318,Maruti Swift Dzire,420000,2015,30000,Petrol,Manual,Audi
9319,Volkswagen Vento Diesel,365000,2013,44000,Diesel,Manual,Hyundai
9320,Toyota Innova Crysta,1850000,2018,70000,Diesel,Manual,Maruti
9321,Hyundai Santro Xing,130000,2009,48800,Petrol,Manual,Hyundai
9322,Audi Q3 2.0,2375000,2016,30000,Diesel,Automatic,Maruti
9323,Hyundai Creta 1.6,750000,2016,24000,Petrol,Manual,Fiat
9324,Maruti Ertiga VDI,350000,2012,90000,Diesel,Manual,Hyundai
9325,Hyundai i10 Magna,219000,2012,38452,Petrol,Manual,Maruti
9326,Maruti Esteem Vxi,99111,2007,65000,Petrol,Manual,Hyundai
9327,Fiat Grande Punto,340000,2013,50000,Diesel,Manual,Maruti
9328,Hyundai i20 Sportz,325000,2013,34000,Diesel,Manual,Maruti
9329,Maruti Swift VDI,275000,2012,66001,Diesel,Manual,Toyota
9330,Hyundai Xcent 1.1,620000,2015,37000,Diesel,Manual,Mahindra
9331,Maruti Ritz VDi,300000,2013,110000,Diesel,Manual,Nissan
9332,Maruti Wagon R,166000,2008,28640,Petrol,Manual,Maruti
9333,Toyota Innova 2.5,600000,2007,175000,Diesel,Manual,Renault
9334,Mahindra Bolero Power,750000,2018,30000,Diesel,Manual,Ford
9335,Nissan Micra XL,265000,2014,37500,Petrol,Manual,BMW
9336,Maruti Baleno Alpha,575000,2016,50000,Petrol,Manual,Hyundai
9337,Renault Pulse RxZ,478000,2017,110000,Diesel,Manual,Maruti
9338,Ford Ecosport 2015-2021,825000,2018,36000,Diesel,Manual,Renault
9339,BMW X1 sDrive,2499000,2017,40100,Diesel,Automatic,Maruti
9340,Hyundai i20 1.2,310000,2011,66692,Petrol,Manual,Nissan
9341,Maruti Alto K10,270000,2016,8230,Petrol,Manual,Hyundai
9342,Renault KWID RXT,244000,2016,35000,Petrol,Manual,Tata
9343,Maruti Swift Dzire,440000,2014,120000,Diesel,Manual,Toyota
9344,Nissan Terrano XL,500000,2015,60000,Diesel,Manual,Ford
9345,Hyundai Creta 1.6,750000,2015,66500,Diesel,Manual,Maruti
9346,Tata Nano Std,40000,2011,70000,Petrol,Manual,Maruti
9347,Toyota Etios G,250000,2011,40000,Petrol,Manual,Maruti
9348,Ford Freestyle Titanium,630000,2018,30000,Petrol,Manual,Maruti
9349,Maruti Ritz VXI,300000,2010,25000,Petrol,Manual,Mahindra
9350,Maruti Alto K10,300000,2017,7000,Petrol,Manual,Maruti
9351,Maruti Wagon R,215000,2012,60000,CNG,Manual,Chevrolet
9352,Maruti Swift Dzire,540000,2012,25000,Petrol,Manual,Ford
9353,Mahindra XUV300 W6,800000,2020,2000,Diesel,Manual,Maruti
9354,Maruti Swift Dzire,420000,2013,58000,Diesel,Manual,Honda
9355,Chevrolet Spark 1.0,150000,2014,47500,Petrol,Manual,Datsun
9356,Ford Ikon 1.8,300000,2009,110000,Diesel,Manual,Ford
9357,Maruti Celerio ZXI,425000,2017,38963,Petrol,Manual,Chevrolet
9358,Honda Mobilio S,690000,2014,40000,Diesel,Manual,BMW
9359,Datsun GO T,276000,2015,30000,Petrol,Manual,Maruti
9360,Ford Freestyle Titanium,600000,2018,63001,Diesel,Manual,Renault
9361,Chevrolet Spark 1.0,114999,2008,120000,Petrol,Manual,Skoda
9362,BMW X1 sDrive20d,2499000,2017,40000,Diesel,Automatic,Toyota
9363,Maruti Swift LDI,450000,2014,57351,Diesel,Manual,Maruti
9364,Renault Lodgy 85PS,750000,2017,70000,Diesel,Manual,Mahindra
9365,Skoda Superb Elegance,649000,2013,69000,Diesel,Automatic,Maruti
9366,Toyota Fortuner 4x4,1600000,2015,132000,Diesel,Manual,Hyundai
9367,Maruti Wagon R,412000,2018,9450,Petrol,Automatic,Hyundai
9368,Mahindra Scorpio 1.99,878999,2016,20000,Diesel,Manual,Honda
9369,Maruti Swift Dzire,625000,2016,78051,Petrol,Manual,Maruti
9370,Hyundai Santro Xing,130000,2006,60000,Petrol,Manual,Hyundai
9371,Hyundai Creta 1.6,1075000,2019,19000,Petrol,Manual,Hyundai
9372,Honda Amaze S,480000,2014,46000,Petrol,Manual,Tata
9373,Maruti Ertiga VDI,450000,2012,90000,Diesel,Manual,Maruti
9374,Hyundai i20 1.4,200000,2011,70000,Diesel,Manual,Honda
9375,Hyundai Accent GLE,90000,2010,100000,Petrol,Manual,Tata
9376,Tata Nano LX,85000,2015,42000,Petrol,Manual,Maruti
9377,Maruti Celerio VXI,390000,2016,35887,Petrol,Automatic,Volkswagen
9378,Honda Jazz Select,229999,2010,68000,Petrol,Manual,Hyundai
9379,Tata Manza Aura,210000,2010,165856,Diesel,Manual,Maruti
9380,Maruti Celerio VXI,425000,2014,32000,Petrol,Manual,Chevrolet
9381,Volkswagen Polo 1.5,490000,2014,59000,Diesel,Manual,Renault
9382,Hyundai Verna CRDi,1090000,2018,33000,Diesel,Manual,Honda
9383,Maruti Wagon R,265000,2012,12000,Petrol,Manual,Maruti
9384,Chevrolet Sail 1.3,260000,2013,47000,Diesel,Manual,Mahindra
9385,Renault KWID 1.0,345000,2017,70000,Petrol,Manual,Honda
9386,Honda City SV,600000,2015,35000,Petrol,Manual,Volkswagen
9387,Maruti Wagon R,300000,2014,40000,Petrol,Manual,Hyundai
9388,Mahindra Thar CRDe,699000,2017,44000,Diesel,Manual,Datsun
9389,Honda Brio VX,400000,2015,15000,Petrol,Manual,Mercedes-Benz
9390,Volkswagen Vento 1.6,488999,2015,43000,Petrol,Manual,Hyundai
9391,Hyundai Grand i10,525000,2018,30000,Petrol,Manual,Toyota
9392,Datsun GO Plus,530000,2018,9605,Petrol,Manual,Honda
9393,Mercedes-Benz E-Class E240,421000,2005,123374,Petrol,Automatic,Ford
9394,Hyundai Creta 1.6,1100000,2017,195000,Diesel,Automatic,Tata
9395,Toyota Fortuner 4x4,1400000,2012,120000,Diesel,Manual,Hyundai
9396,Honda Civic 1.8,89000,2006,82000,Petrol,Manual,Toyota
9397,Ford Ecosport 1.5,560000,2014,78409,Petrol,Automatic,Nissan
9398,Tata Nexon 1.5,750000,2019,25000,Diesel,Manual,Honda
9399,Hyundai i10 Sportz,160000,2010,80000,Petrol,Manual,Maruti
9400,Toyota Corolla Altis,325000,2008,90021,Petrol,Manual,Hyundai
9401,Nissan Micra XL,350000,2016,40000,Petrol,Manual,Maruti
9402,Honda Amaze VX,440000,2017,80000,Petrol,Manual,Toyota
9403,Maruti Baleno Delta,515000,2018,33100,Petrol,Manual,Maruti
9404,Hyundai Verna 1.6,450000,2011,50000,Petrol,Automatic,Audi
9405,Maruti Alto K10,420000,2019,5000,Petrol,Manual,Hyundai
9406,Toyota Corolla Altis,975000,2015,61400,Petrol,Automatic,Ford
9407,Maruti S-Cross 2017-2020,850000,2018,62000,Diesel,Manual,Maruti
9408,Audi A6 2.0,1750000,2013,51000,Diesel,Automatic,Hyundai
9409,Hyundai Grand i10,550000,2017,15000,Petrol,Automatic,Maruti
9410,Ford Aspire 1.2,380000,2016,37000,Petrol,Manual,Toyota
9411,Maruti Zen Estilo,155000,2008,65000,Petrol,Manual,Mahindra
9412,Hyundai i10 Era,240000,2009,34402,Petrol,Manual,Renault
9413,Maruti Wagon R,120000,2007,42125,LPG,Manual,Hyundai
9414,Toyota Fortuner 4x4,1400000,2012,60000,Diesel,Manual,Tata
9415,Mahindra Xylo E4,250000,2012,300000,Diesel,Manual,Honda
9416,Renault KWID 1.0,365000,2018,21400,Petrol,Manual,Maruti
9417,Hyundai Grand i10,575000,2017,30000,Petrol,Automatic,Hyundai
9418,Tata Indigo LS,110000,2005,20000,Diesel,Manual,Hyundai
9419,Honda Amaze VX,780000,2018,36951,Diesel,Manual,BMW
9420,Maruti Swift Dzire,525000,2016,50000,Diesel,Manual,Renault
9421,Hyundai Creta 1.6,750000,2016,50000,Diesel,Manual,Honda
9422,Hyundai i10 Sportz,325000,2015,40000,Petrol,Manual,Datsun
9423,BMW 3 Series,1200000,2012,50000,Diesel,Automatic,Hyundai
9424,Renault KWID RXE,245000,2015,32000,Petrol,Manual,Honda
9425,Honda City i,600000,2014,100000,Petrol,Manual,Tata
9426,Datsun GO A,254999,2017,44000,Petrol,Manual,Ford
9427,Hyundai Creta 1.6,800000,2015,64907,Diesel,Manual,Toyota
9428,Honda City i,550000,2015,66983,Petrol,Manual,Mahindra
9429,Tata Indigo eLS,250000,2014,60000,Diesel,Manual,Renault
9430,Ford Figo Petrol,220000,2011,38256,Petrol,Manual,Hyundai
9431,Toyota Innova Crysta,1900000,2017,30000,Diesel,Automatic,Mitsubishi
9432,Mahindra Bolero Power,473000,2015,120000,Diesel,Manual,Hyundai
9433,Renault KWID RXL,375000,2019,5000,Petrol,Manual,Maruti
9434,Hyundai Verna 1.4,625000,2017,23228,Petrol,Manual,Skoda
9435,Mitsubishi Cedia Spirit,275000,2009,50000,Petrol,Manual,Maruti
9436,Hyundai Xcent 1.2,450000,2014,5000,Petrol,Manual,Mahindra
9437,Maruti Alto LX,168000,2011,16300,Petrol,Manual,Honda
9438,Skoda Rapid 1.5,850000,2017,50000,Diesel,Manual,Maruti
9439,Maruti Wagon R,354000,2015,7830,Petrol,Manual,Honda
9440,Mahindra Marazzo M2,1025000,2019,18000,Diesel,Manual,Tata
9441,Honda City 1.5,400000,2010,180000,Petrol,Manual,Hyundai
9442,Maruti Swift Dzire,755000,2019,10000,Diesel,Manual,Maruti
9443,Honda City 1.5,310000,2010,50000,Petrol,Automatic,Jeep
9444,Tata Manza Club,350000,2014,70000,Diesel,Manual,Mahindra
9445,Hyundai i20 Active,545000,2016,65000,Petrol,Manual,Maruti
9446,Maruti Zen Estilo,130000,2010,57000,Petrol,Manual,Honda
9447,Jeep Compass 2.0,1549000,2017,52000,Diesel,Manual,Maruti
9448,Mahindra Thar DI,745000,2018,36000,Diesel,Manual,Hyundai
9449,Maruti Alto K10,270000,2016,60000,Petrol,Manual,Maruti
9450,Honda City i,570000,2015,35000,Petrol,Manual,Maruti
9451,Maruti Wagon R,121000,2007,53000,Petrol,Manual,Honda
9452,Hyundai i20 Magna,325000,2013,33135,Petrol,Manual,Maruti
9453,Maruti Eeco 7,229999,2010,7000,Petrol,Manual,Hyundai
9454,Maruti Alto LX,85000,2008,110000,Petrol,Manual,Maruti
9455,Honda City 1.5,590000,2016,55555,Petrol,Manual,Maruti
9456,Maruti Swift 1.3,375000,2015,32000,Petrol,Manual,Hyundai
9457,Hyundai Grand i10,625000,2018,48000,Diesel,Manual,Hyundai
9458,Maruti Alto 800,310000,2019,15000,Petrol,Manual,Mercedes-Benz
9459,Maruti Alto LX,150000,2010,29000,Petrol,Manual,Maruti
9460,Hyundai Xcent 1.2,450000,2014,25000,Petrol,Automatic,Hyundai
9461,Hyundai Grand i10,409999,2015,42715,Petrol,Manual,Mahindra
9462,Mercedes-Benz CLA Urban,2000000,2017,50000,Petrol,Automatic,Ford
9463,Maruti Ciaz S,675000,2017,67238,Diesel,Manual,Maruti
9464,Hyundai i20 2015-2017,550000,2016,100000,Diesel,Manual,Maruti
9465,Mahindra KUV 100,450000,2017,35000,Petrol,Manual,Honda
9466,Ford Ecosport 1.5,600000,2014,65238,Diesel,Manual,Hyundai
9467,Maruti Ciaz AT,550000,2016,37000,Petrol,Automatic,Renault
9468,Maruti Zen Estilo,165000,2009,20000,Petrol,Manual,Ford
9469,Honda Brio 1.2,300000,2015,48000,Petrol,Manual,Maruti
9470,Hyundai i20 Sportz,525000,2015,25000,Diesel,Manual,Toyota
9471,Renault KWID RXT,300000,2017,17000,Petrol,Manual,Mahindra
9472,Ford Figo Diesel,350000,2012,115000,Diesel,Manual,Hyundai
9473,Maruti Swift Dzire,600000,2016,35000,Diesel,Manual,Hyundai
9474,Toyota Corolla Altis,850000,2016,45000,Diesel,Manual,Nissan
9475,Mahindra Scorpio S11,1425000,2018,6345,Diesel,Manual,Hyundai
9476,Hyundai i20 Magna,500000,2015,60000,Petrol,Manual,Renault
9477,Hyundai i20 1.2,470000,2012,74357,Petrol,Manual,Mahindra
9478,Nissan Micra Diesel,225000,2013,80000,Diesel,Manual,Maruti
9479,Hyundai i20 Active,600000,2018,25000,Petrol,Manual,Volkswagen
9480,Renault Scala RxL,299000,2014,37865,Petrol,Manual,Nissan
9481,Mahindra KUV 100,345000,2016,65000,Diesel,Manual,Tata
9482,Maruti Swift DDiS,580000,2017,100000,Diesel,Manual,Hyundai
9483,Volkswagen Polo Petrol,350000,2013,23000,Petrol,Manual,Ford
9484,Nissan Terrano XV,484999,2013,165000,Diesel,Manual,Tata
9485,Tata Nexon 1.5,680000,2018,47000,Diesel,Manual,Ford
9486,Hyundai Verna 1.4,550000,2016,27000,Petrol,Manual,Maruti
9487,Ford Ecosport 2015-2021,1050000,2018,18000,Diesel,Manual,Renault
9488,Tata Nexon 1.2,750000,2020,5000,Petrol,Manual,Hyundai
9489,Ford Ecosport 1.5,520000,2014,54000,Diesel,Manual,Honda
9490,Maruti Ritz VDi,240000,2010,40000,Diesel,Manual,Hyundai
9491,Renault Duster 85PS,625000,2017,51430,Diesel,Manual,Hyundai
9492,Hyundai EON Era,260000,2015,79655,Petrol,Manual,Honda
9493,Honda WR-V i-VTEC,625000,2017,36000,Petrol,Manual,Land
9494,Hyundai i20 Magna,515000,2016,60000,Petrol,Manual,Hyundai
9495,Hyundai i10 Magna,245000,2012,35000,Petrol,Manual,Maruti
9496,Honda City i-VTEC,1150000,2019,9000,Petrol,Automatic,Renault
9497,Land Rover Discovery,3800000,2017,60000,Diesel,Automatic,Maruti
9498,Hyundai Grand i10,600000,2020,3800,Petrol,Manual,Honda
9499,Maruti Wagon R,330000,2017,40000,CNG,Manual,Maruti
9500,Renault KWID Climber,340000,2017,20914,Petrol,Manual,Maruti
9501,Maruti Wagon R,425000,2018,45455,Petrol,Manual,Honda
9502,Honda Amaze S,620000,2018,70000,Petrol,Automatic,Volkswagen
9503,Maruti Ignis 1.2,570000,2018,20000,Petrol,Manual,Honda
9504,Maruti Alto LXi,110000,2007,46000,Petrol,Manual,Hyundai
9505,Honda City V,470000,2013,15000,Petrol,Manual,Mercedes-Benz
9506,Volkswagen Ameo 1.5,550000,2017,47700,Diesel,Manual,Hyundai
9507,Honda Jazz Select,450000,2016,39000,Petrol,Manual,Maruti
9508,Hyundai i20 Active,540000,2016,20000,Petrol,Manual,Toyota
9509,Mercedes-Benz GLA Class,2500000,2016,6000,Diesel,Automatic,Maruti
9510,Hyundai Venue SX,1050000,2019,28600,Diesel,Manual,Maruti
9511,Maruti Wagon R,300000,2015,90000,Petrol,Manual,Maruti
9512,Toyota Innova Crysta,1950000,2019,25000,Diesel,Manual,Hyundai
9513,Maruti Ciaz Alpha,960000,2019,30000,Petrol,Automatic,Honda
9514,Maruti Wagon R,400000,2015,90000,Petrol,Manual,Nissan
9515,Maruti Swift Dzire,757000,2019,15000,Diesel,Manual,Tata
9516,Hyundai i10 Sportz,325000,2016,30000,Petrol,Manual,Hyundai
9517,Honda City i,575000,2015,45000,Diesel,Manual,Maruti
9518,Nissan Micra XV,330000,2014,40000,Petrol,Automatic,Datsun
9519,Tata Tiago 1.2,400000,2017,50000,Petrol,Manual,Hyundai
9520,Hyundai Santro Xing,150000,2010,25000,Petrol,Manual,Fiat
9521,Maruti A Star,200000,2010,35000,Petrol,Manual,Volkswagen
9522,Datsun RediGO T,285000,2016,13000,Petrol,Manual,Skoda
9523,Hyundai EON Magna,235000,2014,13000,Petrol,Manual,Nissan
9524,Fiat Grande Punto,500000,2015,45400,Diesel,Manual,Hyundai
9525,Volkswagen Polo 1.2,400000,2015,40346,Petrol,Manual,Ford
9526,Skoda Superb Elegance,894999,2015,40000,Petrol,Manual,Maruti
9527,Nissan Teana 230jM,1200000,2013,22100,Petrol,Automatic,Maruti
9528,Hyundai Xcent 1.2,530000,2019,25000,Petrol,Manual,Hyundai
9529,Ford Ecosport 2015-2021,950000,2019,18500,Petrol,Manual,Mahindra
9530,Maruti Ciaz VXi,525000,2016,18000,Petrol,Manual,Tata
9531,Maruti Swift VXi,240000,2011,70000,Petrol,Manual,Hyundai
9532,Hyundai i20 Sportz,500000,2016,62000,Petrol,Manual,Maruti
9533,Mahindra Bolero 2011-2019,400000,2012,200000,Diesel,Manual,Maruti
9534,Tata Indica eLX,149000,2012,44000,Diesel,Manual,Hyundai
9535,Hyundai Grand i10,459999,2017,18000,Petrol,Manual,Tata
9536,Maruti Wagon R,350000,2016,63554,Petrol,Manual,Tata
9537,Maruti S-Cross 2017-2020,680000,2017,32000,Diesel,Manual,Maruti
9538,Hyundai i10 Era,200000,2007,55756,Petrol,Manual,Mercedes-Benz
9539,Tata Tiago XE,425000,2019,21860,Petrol,Manual,Audi
9540,Tata Tiago 1.2,440000,2018,20000,Petrol,Manual,Maruti
9541,Maruti Swift Dzire,740000,2018,40000,Diesel,Manual,Hyundai
9542,Mercedes-Benz E-Class E250,3600000,2014,10000,Diesel,Automatic,Maruti
9543,Audi Q3 2.0,1550000,2013,60000,Diesel,Automatic,Ford
9544,Maruti Swift 1.3,450000,2015,35789,Petrol,Manual,Mahindra
9545,Hyundai i20 1.2,215000,2011,17728,Petrol,Manual,Hyundai
9546,Maruti Swift VDI,475000,2014,60000,Diesel,Manual,Hyundai
9547,Ford Figo Diesel,225000,2011,54263,Diesel,Manual,Ford
9548,Mahindra XUV500 W8,850000,2012,130000,Diesel,Manual,Maruti
9549,Hyundai EON D,204999,2014,40000,Petrol,Manual,Maruti
9550,Hyundai Santro Xing,100000,2008,89346,Petrol,Manual,Honda
9551,Ford Fiesta Titanium,413999,2013,110000,Diesel,Manual,Tata
9552,Maruti Vitara Brezza,900000,2019,40000,Diesel,Manual,Tata
9553,Maruti Swift VDI,500000,2016,110000,Diesel,Manual,Maruti
9554,Honda Mobilio V,760000,2015,120000,Petrol,Manual,Maruti
9555,Tata Nexon 1.2,755000,2018,4200,Petrol,Manual,Tata
9556,Tata Sumo LX,140000,2006,214000,Diesel,Manual,Tata
9557,Maruti Alto K10,325000,2015,40000,Petrol,Manual,Hyundai
9558,Maruti Wagon R,425000,2018,30000,Petrol,Manual,Maruti
9559,Tata Safari Storme,890000,2017,50000,Diesel,Manual,Maruti
9560,Tata Safari 2005-2017,70000,2007,80000,Petrol,Manual,Mahindra
9561,Hyundai i20 Magna,324000,2013,36000,Petrol,Manual,Maruti
9562,Maruti Alto LXi,180000,2011,29000,Petrol,Manual,Tata
9563,Maruti Swift VVT,450000,2017,90000,Petrol,Manual,Toyota
9564,Mahindra Verito Vibe,275000,2013,80000,Diesel,Manual,Hyundai
9565,Maruti Swift Dzire,650000,2018,18000,Petrol,Manual,Maruti
9566,Tata Indigo CR4,200000,2011,78200,Diesel,Manual,Maruti
9567,Toyota Innova 2.5,610000,2011,146781,Diesel,Manual,Mahindra
9568,Hyundai Elantra 2.0,1199000,2018,32000,Petrol,Automatic,Maruti
9569,Maruti Alto 800,322000,2018,20000,Petrol,Manual,Maruti
9570,Maruti Vitara Brezza,790000,2018,64000,Diesel,Manual,Mahindra
9571,Mahindra KUV 100,400000,2016,36000,Petrol,Manual,Maruti
9572,Maruti Swift ZXI,550000,2018,30000,Petrol,Manual,Hyundai
9573,Maruti Baleno Alpha,700000,2018,25000,Petrol,Manual,Honda
9574,Mahindra XUV300 W8,1190000,2019,11840,Petrol,Manual,Mercedes-Benz
9575,Maruti SX4 S,900000,2018,31123,Diesel,Manual,Maruti
9576,Hyundai Xcent 1.2,369000,2014,37145,Petrol,Manual,Nissan
9577,Honda WR-V i-VTEC,925000,2020,5000,Petrol,Manual,Tata
9578,Mercedes-Benz CLS 350,4200000,2014,8000,Petrol,Automatic,Hyundai
9579,Maruti Alto K10,229000,2013,38600,Petrol,Manual,Mahindra
9580,Nissan Terrano Groove,550000,2015,50000,Diesel,Manual,Tata
9581,Tata Indica Vista,140000,2013,82000,Diesel,Manual,Hyundai
9582,Hyundai Creta 1.6,925000,2016,20234,Petrol,Manual,Maruti
9583,Mahindra Scorpio 1.99,900000,2015,80000,Diesel,Manual,Maruti
9584,Tata Indigo eLX,245000,2012,50000,Diesel,Manual,Ford
9585,Hyundai Creta 1.6,860000,2015,85000,Diesel,Manual,Hyundai
9586,Maruti Wagon R,350000,2010,20000,Petrol,Manual,Mahindra
9587,Maruti Swift Dzire,500000,2015,100000,Diesel,Manual,Maruti
9588,Ford Ecosport 1.5,675000,2015,720000,Diesel,Manual,Mahindra
9589,Hyundai EON Sportz,335000,2017,5000,Petrol,Manual,Renault
9590,Mahindra Supro LX,480000,2019,70000,Diesel,Manual,Fiat
9591,Maruti Swift Dzire,475000,2015,26000,Petrol,Manual,Honda
9592,Mahindra Scorpio S2,800000,2015,40000,Diesel,Manual,Honda
9593,Renault KWID Climber,350000,2019,30000,Petrol,Manual,Hyundai
9594,Fiat Linea T,350000,2011,40000,Petrol,Manual,Mahindra
9595,Honda City i,625000,2014,30000,Petrol,Manual,Honda
9596,Honda Civic 1.8,350000,2011,180000,Petrol,Manual,BMW
9597,Hyundai i10 Sportz,252000,2012,31000,Petrol,Manual,Maruti
9598,Mahindra Xylo E8,750000,2012,50000,Diesel,Manual,Hyundai
9599,Honda City i,600000,2015,80000,Diesel,Manual,Nissan
9600,BMW 3 Series,4300000,2019,2000,Diesel,Automatic,Maruti
9601,Maruti Celerio X,400000,2018,15000,Petrol,Manual,Maruti
9602,Hyundai Santro Xing,25000,2006,71238,Petrol,Manual,Hyundai
9603,Nissan Terrano XL,725000,2014,97643,Diesel,Manual,Mahindra
9604,Maruti Alto K10,300000,2014,37604,Petrol,Manual,Hyundai
9605,Maruti Eeco 7,250000,2014,50000,Petrol,Manual,Toyota
9606,Hyundai Verna 1.6,415000,2013,42000,Diesel,Manual,Honda
9607,Mahindra Scorpio VLX,550000,2013,130000,Diesel,Manual,Mercedes-Benz
9608,Hyundai i20 Asta,545000,2017,35000,Petrol,Manual,Mahindra
9609,Toyota Innova Crysta,1570000,2019,15000,Diesel,Manual,Mercedes-Benz
9610,Honda City i,650000,2015,48000,Diesel,Manual,Maruti
9611,Mercedes-Benz E-Class E350,2550000,2012,140000,Diesel,Automatic,BMW
9612,Mahindra Bolero 2011-2019,360000,2012,100000,Diesel,Manual,Ford
9613,Mercedes-Benz E-Class E250,2950000,2017,52000,Diesel,Automatic,Honda
9614,Maruti Eeco 7,350000,2016,50000,Petrol,Manual,Mahindra
9615,BMW 3 Series,2025000,2014,90000,Diesel,Automatic,Mitsubishi
9616,Ford Ecosport 2015-2021,975000,2018,5972,Diesel,Manual,Hyundai
9617,Honda City i,550000,2015,51000,Petrol,Manual,Maruti
9618,Mahindra Bolero 2011-2019,520000,2015,170000,Diesel,Manual,Mahindra
9619,Mitsubishi Pajero Sport,1475000,2015,60060,Diesel,Automatic,Renault
9620,Hyundai i20 Asta,775000,2017,12000,Petrol,Manual,Honda
9621,Maruti Alto 800,210000,2014,50000,Petrol,Manual,Renault
9622,Mahindra Bolero 2011-2019,520000,2016,120000,Diesel,Manual,Maruti
9623,Renault Duster 85PS,380000,2013,80000,Diesel,Manual,Toyota
9624,Honda City i,600000,2014,110000,Diesel,Manual,Chevrolet
9625,Renault Duster 85PS,550000,2015,63000,Diesel,Manual,Audi
9626,Maruti Swift 1.3,150000,2007,48000,Petrol,Manual,Hyundai
9627,Toyota Innova Crysta,1575000,2017,71000,Diesel,Manual,Mahindra
9628,Chevrolet Sail 1.2,380000,2015,15000,Petrol,Manual,Maruti
9629,Audi Q7 2006-2020,2900000,2015,70000,Diesel,Automatic,Tata
9630,Hyundai Creta 1.6,1135000,2018,82000,Diesel,Manual,Hyundai
9631,Mahindra TUV 300,750000,2018,10000,Diesel,Manual,Maruti
9632,Maruti Swift Dzire,371000,2012,47000,Diesel,Manual,Honda
9633,Tata Tiago 1.2,400000,2017,32455,Petrol,Manual,Maruti
9634,Hyundai Creta 1.6,950000,2015,72000,Diesel,Manual,Tata
9635,Maruti Swift ZXI,710000,2019,15000,Petrol,Manual,Mahindra
9636,Honda City 1.5,50000,2002,110000,Petrol,Manual,Maruti
9637,Maruti Alto K10,276000,2016,50000,Petrol,Manual,Volkswagen
9638,Tata Nexon 1.2,550000,2017,20000,Petrol,Manual,Hyundai
9639,Mahindra Bolero SLE,330000,2010,85000,Diesel,Manual,Hyundai
9640,Maruti Wagon R,400000,2014,70000,Petrol,Manual,Hyundai
9641,Volkswagen Polo 1.2,480000,2019,13000,Petrol,Manual,Maruti
9642,Hyundai Santro Xing,180000,2008,64022,Petrol,Manual,Maruti
9643,Hyundai i20 1.4,670000,2017,110000,Diesel,Manual,Mahindra
9644,Hyundai EON Era,150000,2012,80000,Petrol,Manual,Hyundai
9645,Maruti Alto K10,363000,2019,30000,Petrol,Manual,Ford
9646,Maruti Ciaz VDi,625000,2014,78000,Diesel,Manual,Hyundai
9647,Mahindra Bolero PLUS,585000,2016,58800,Diesel,Manual,Nissan
9648,Hyundai EON D,210000,2015,40000,Petrol,Manual,Skoda
9649,Ford Figo 1.5D,400000,2016,70000,Diesel,Manual,Hyundai
9650,Hyundai i20 2015-2017,449000,2016,10487,Petrol,Manual,Mahindra
9651,Nissan Evalia XV,369000,2013,55200,Diesel,Manual,Mahindra
9652,Skoda Rapid 1.5,349000,2014,349000,Diesel,Manual,Toyota
9653,Hyundai EON Era,240000,2014,13512,Petrol,Manual,Renault
9654,Mahindra TUV 300,780000,2016,55000,Diesel,Manual,Hyundai
9655,Mahindra Scorpio VLX,650000,2013,100000,Diesel,Manual,Hyundai
9656,Toyota Fortuner 2016-2021,3000000,2017,40000,Diesel,Manual,Maruti
9657,Renault Duster 110PS,325000,2013,100000,Diesel,Manual,Maruti
9658,Hyundai i20 1.2,380000,2012,45000,Petrol,Manual,Mahindra
9659,Hyundai Xcent 1.2,459999,2014,58000,Petrol,Manual,Ford
9660,Maruti Swift Dzire,740000,2017,50000,Diesel,Manual,Ford
9661,Maruti Vitara Brezza,880000,2017,39000,Diesel,Manual,Maruti
9662,Mahindra Scorpio S7,1200000,2018,40000,Diesel,Manual,Ford
9663,Ford Freestyle Titanium,625000,2018,50000,Petrol,Manual,Ford
9664,Ford Fiesta 1.4,264000,2010,35000,Diesel,Manual,Maruti
9665,Maruti Ignis 1.2,600000,2017,8600,Petrol,Manual,Honda
9666,Ford Figo 1.2P,500000,2016,35000,Petrol,Manual,Mercedes-Benz
9667,Ford Ecosport 1.5,699000,2016,48000,Petrol,Automatic,Maruti
9668,Maruti Ertiga ZDI,710000,2013,55000,Diesel,Manual,BMW
9669,Honda Mobilio S,484999,2015,288500,Diesel,Manual,Toyota
9670,Mercedes-Benz M-Class ML,3250000,2015,35500,Diesel,Automatic,Tata
